1|1|70010|"Алма-Ата II"|-1|1900
1|2|70000|"Алма-Ата I"|1914|1914
1|3|70330|"Отар"|2043|2043
1|4|70310|"Чокпар"|2130|2130
1|5|70530|"Чиганак"|2339|2339
1|6|70550|"Сары-Шаган"|2501|2501
1|7|67730|"Мойынты"|2604|2604
1|8|67724|"Киик"|2631|2631
1|9|67722|"Босага"|2656|2656
1|10|67720|"Акадыр"|2722|2722
1|11|67592|"Нилды"|2751|2751
1|12|67590|"Жарык"|2806|2806
1|13|67390|"Караганды"|2915|2915
1|14|67300|"Караганда-Сортировочная"|2934|2934
1|15|67320|"Нура (бывш. Нуринская)"|2946|2946
1|16|67330|"Мырза"|2951|2951
1|17|67340|"Шокай"|3006|3006
1|18|67360|"Осакаровка"|3033|3033
1|19|69040|"Вишневка"|3058|3058
1|20|69000|"Астана (бывш. Акмола)"|3135|-1
7|1|70010|"Алма-Ата II"|-1|511
7|2|70000|"Алма-Ата I"|533|541
7|3|70330|"Отар"|815|815
7|4|70310|"Чокпар"|936|936
7|5|70460|"Чу"|1048|1048
7|6|70450|"Луговая"|1241|1241
7|7|70630|"Джамбул"|1446|1446
7|8|70590|"Бурное"|1601|1601
7|9|69970|"Тюлькубас"|1654|1654
7|10|69930|"Манкент"|1814|1814
7|11|69860|"Чимкент"|1852|1852
7|12|69840|"Бадам"|1940|1940
7|13|69801|"Оп Арысь II"|2034|2034
7|14|69800|"Арысь I"|2036|2036
7|15|69770|"Тимур"|2144|2144
7|16|69780|"Туркестан"|2252|2252
7|17|67280|"Шорнак"|2317|2317
7|18|67273|"Сауран"|2329|2329
7|19|67270|"Беш-Арык"|2357|2357
7|20|67260|"Талап"|2408|2408
7|21|67250|"Яны-Курган"|2446|2446
7|22|67240|"Тюмень-Арык"|2510|2510
7|23|67222|"Рзд Екпенды"|2519|2519
7|24|67220|"Чиили"|2538|2538
7|25|67190|"Соло-Тюбе"|2655|2655
7|26|67180|"Белкуль"|2737|2737
7|27|67170|"Кзыл-Орда"|2746|2806
7|28|67153|"Кара-Узяк"|2827|2827
7|29|67150|"Терень-Узяк"|2850|2850
7|30|67140|"Джалагаш"|2911|2911
7|31|67095|"Кара-Кеткен"|2930|2930
7|32|67093|"Кизил-Там"|2948|2948
7|33|67091|"Рзд Ана-Куль"|3009|3009
7|34|67090|"Джусалы"|3016|3016
7|35|67060|"Тюратам"|3132|3132
7|36|67056|"Бай-Хожа"|3202|3202
7|37|67053|"Майлибаш"|3228|3228
7|38|67052|"Кубек"|3245|3245
7|39|67051|"Рзд Уинду"|3254|3254
7|40|67050|"Казалинск"|3304|3304
7|41|67043|"Бикбаули"|3328|3328
7|42|67040|"Камышлыбаш"|3356|3356
7|43|67020|"Чумыш"|3421|3421
7|44|67035|"Арал-Кум"|3431|3431
7|45|67033|"Сапак"|3447|3447
7|46|67030|"Аральское Море"|3510|3510
7|47|67013|"Конту"|3533|3533
7|48|67010|"Саксаульская"|3604|3604
7|49|67001|"Рзд Шиликты(бывш. рзд Чил"|3723|3723
7|50|66990|"Шалкар (бывш. Челкар)"|3908|3908
7|51|66980|"Соленая"|3954|3954
7|52|66960|"Биршогыр (бывш. Берчогур)"|4114|4114
7|53|66950|"Мугалжар (бывш. Мугоджарс"|4141|4141
7|54|66940|"Жем (бывш. Эмба)"|4222|4222
7|55|66000|"Кандыагаш (бывш. Кандагач"|4411|4411
7|56|66830|"Алга"|4511|4511
7|57|66790|"Актобе  (бывш. Актюбинск)"|4604|4604
7|58|66760|"Мартук"|4713|4713
7|59|66750|"Жайсан (бывш. Яйсан)"|4752|4752
7|60|66690|"Илецк I"|5026|5026
7|61|66670|"Чингирлау"|5213|5213
7|62|66640|"Казахстан"|5444|5444
7|63|66630|"Алгабас"|5536|5536
7|64|66560|"Уральск"|5651|5721
7|65|66530|"Переметная"|5837|5837
7|66|66510|"Шипово"|5957|5957
7|67|66500|"Семиглавый Мар"|6041|6041
7|68|62840|"Озинки"|6139|6139
7|69|62720|"Ершов"|6529|6529
7|70|62630|"Урбах"|6715|6715
7|71|62000|"Саратов I-Пассажирский"|6900|6900
7|72|60880|"Аткарск"|7043|7043
7|73|60760|"Ртищево I"|7248|7248
7|74|60280|"Кирсанов"|7434|7434
7|75|60140|"Тамбов I"|7613|7613
7|76|19351|"Москва-Пассажирская-Павел"|8430|-1
