1|1|70010|"Алма-Ата II"|-1|1900
1|2|70000|"Алма-Ата I"|1914|1914
1|3|70330|"Отар"|2043|2043
1|4|70310|"Чокпар"|2130|2130
1|5|70530|"Чиганак"|2339|2339
1|6|70550|"Сары-Шаган"|2501|2501
1|7|67730|"Мойынты"|2604|2604
1|8|67724|"Киик"|2631|2631
1|9|67722|"Босага"|2656|2656
1|10|67720|"Акадыр"|2722|2722
1|11|67592|"Нилды"|2751|2751
1|12|67590|"Жарык"|2806|2806
1|13|67390|"Караганды"|2915|2915
1|14|67300|"Караганда-Сортировочная"|2934|2934
1|15|67320|"Нура (бывш. Нуринская)"|2946|2946
1|16|67330|"Мырза"|2951|2951
1|17|67340|"Шокай"|3006|3006
1|18|67360|"Осакаровка"|3033|3033
1|19|69040|"Вишневка"|3058|3058
1|20|69000|"Астана (бывш. Акмола)"|3135|-1
